date, source-uuid, orig-data, commodity-1, quantity-1, unit-1, commodity-2, quantity-2, unit-2,
1877-10-18,E3B44645-F210-4D6E-92FA-136A064A1F9E,the kile (cift) of wheat now costs between Ps 35 and Ps 42,wheat,1,kile,currency,35,ops,currency,42,ops,
1877-12-17,7D851B0E-E902-4C28-BF80-819206920120,42 q per kile for high qualities,wheat,1,kile,currency,42,ops,
1877-12-17,7D851B0E-E902-4C28-BF80-819206920120,40 for inferior ones,wheat,1,kile,currency,40,ops,
1877-12-06,A9818BC2-831C-4278-81C8-2131D128CEF2,price of wheat rising to 48 q per kile although the majlis al-baladiyya tried to set a limit at 40,wheat,1,kile,currency,48,ops,currency,40,ops,
1877-02-29,9B57B2F2-8C54-4263-81A3-72574925A35D,demand for wheat caused the price to rise some Ps 2 per kile,wheat,1,kile,currency,2,ops,
1878-10-31,8F9C3206-8CA4-48AF-B0F3-CF03550339DF,prices of wheat rising to 35 q/kile,wheat,1,kile,currency,35,ops,
1878-02-11,B496B63D-3626-4B70-9226-22FE8CF89769,price of wheat rising to 44-45 q/kile,wheat,1,kile,currency,44,ops,currency,45,ops,
1878-02-11,B496B63D-3626-4B70-9226-22FE8CF89769,order to the bawāʾikī to sell it for not more than 40,wheat,1,kile,currency,40,ops,
1878-04-24,97477662-C07F-413F-8F0F-0D3708144F1B,4 months ago wheat cost 40 q/cift and less,wheat,1,kile,currency,40,ops,
1878-04-24,97477662-C07F-413F-8F0F-0D3708144F1B,one and a half months ago it sold at 60,wheat,1,kile,currency,60,ops,
1878-04-24,97477662-C07F-413F-8F0F-0D3708144F1B,until it reached 70,wheat,1,kile,currency,70,ops,
1878-05-13,3EED1AF4-DF36-4481-AD6C-44C8B9C2D41C,wheat at 35 q/kile;,wheat,1,kile,currency,35,ops,
1878-06-06,43421377-357F-48FC-8DF4-7037A6EB03F1,the new wheat is sold at 42 q/kile in Damascus,wheat,1,kile,currency,42,ops,
1878-07-01,C198D4BC-B71A-472F-8FF7-FD614A63D96B,grain (ḥubūb) now selling at 22-25 q/kile.,wheat,1,kile,currency,22,ops,currency,25,ops,
1879-04-15,66F285EE-853B-4C72-92D3-F777D1DCAC1E,falling prices; which some deem to reach 27p/kile,wheat,1,kile,currency,27,ops,
1881-07-01,543C5899-F610-42AB-B2EC-5D4103B04CBB,wheat at Ps 70 to 80,wheat,1,kile,currency,70,ops,currency,80,ops,
1881-07-01,543C5899-F610-42AB-B2EC-5D4103B04CBB,wheat at Ps 35,wheat,1,kile,currency,35,ops,
1881-07-01,543C5899-F610-42AB-B2EC-5D4103B04CBB,wheat at Ps 29,wheat,1,kile,currency,29,ops,
1881-07-01,543C5899-F610-42AB-B2EC-5D4103B04CBB,wheat at 20 pias. per kilé,wheat,1,kile,currency,20,ops,
1883-11-22,06429377-C07F-418A-981C-EDF33EB7FA18,Price of wheat at Ps 17 to 24/kile,wheat,1,kile,currency,17,ops,currency,24,ops,
1883-12-10,473068A4-500E-47CC-8412-6B1EBECC0535,not more than Ps 22/ kile of wheat,wheat,1,kile,currency,22,ops,
1883-12-31,806D6639-8550-4E4D-A369-AF52195FC8EB,Wheat at Ps. 15-20 /kile,wheat,1,kile,currency,15,ops,currency,20,ops,
1883-09-24,EFF7D929-76CE-40FC-8F50-FDF8A58F14E6,price of wheat is low for lacking demand from Acre; currently below Ps 23 /kile,wheat,1,kile,currency,23,ops,
1887-09-29,E584965E-562F-454F-822D-C10B02D6ADF1,wheat at Ps 20 to 30,wheat,1,kile,currency,20,ops,currency,30,ops,
1889-12-19,F07E4FA3-976A-47DF-8D3A-1FFE3A5AF9A6,wheat fell to Ps 20,wheat,1,kile,currency,20,ops,
1891-02-02,897E8FBC-BF78-45AB-A814-79A5CD24F6F3,wheat is at Ps 22 to Ps 24 [per kile],wheat,1,kile,currency,22,ops,currency,24,ops,
1891-04-27,413CF367-5709-4396-98BF-18AD92A65A08,After the kile of wheat had been less than Ps 23; it rose to Ps 33,wheat,1,kile,currency,23,ops,currency,33,ops,
1891-05-04,81FD2046-F3A8-4418-BF3F-97620CDE7A20,wheat rose in the last 2 days to Ps 38 to Ps 40,wheat,1,kile,currency,2,ops,currency,38,ops,currency,40,ops,
1891-06-01,852008FC-EEA7-43DC-968D-EA8E713BC243,price of wheat fell decisively to Ps 34 per bushel and less,wheat,1,kile,currency,34,ops,
1891-06-15,2A65C318-C2D7-4FCE-8F5B-711913EFC39C,the price is not falling and remains at Ps 34,wheat,1,kile,currency,34,ops,
1891-06-17,3E14CB89-C784-480A-94D6-C8208E0269C8,Wheat from Hawran sells for Ps 23 per madd in Acre,wheat,1,kile,currency,23,ops,
1891-06-17,D216ED70-EF0B-4C29-80F0-ACC5C7E3A8D3,price of cereals (ḥubūb) did not fall below Ps 34,wheat,1,kile,currency,34,ops,
1892-02-01,073A30B3-B40D-43B6-8A94-43978C4C74A0,Damascus: wheat sells at Ps 28 to Ps 31/ kile,wheat,1,kile,currency,28,ops,currency,31,ops,
1898-05-28,F8E04C0D-83A1-409A-BAF1-BFC2704DD9D3,wheat at Ps 38/kile,wheat,1,kile,currency,38,ops,
1898-05-28,F8E04C0D-83A1-409A-BAF1-BFC2704DD9D3,medium quality Ps 35,wheat,1,kile,currency,35,ops,
1898-05-28,F8E04C0D-83A1-409A-BAF1-BFC2704DD9D3,lowest quality Ps 33,wheat,1,kile,currency,33,ops,
1898-05-30,03221A40-231D-4A49-8EB8-E42B20A69D78,the price for a kile of best wheat is now Ps 38,wheat,1,kile,currency,38,ops,
1898-05-30,03221A40-231D-4A49-8EB8-E42B20A69D78,for medium quality its Ps 35,wheat,1,kile,currency,35,ops,
1898-05-30,03221A40-231D-4A49-8EB8-E42B20A69D78,lower quality at Ps 22,wheat,1,kile,currency,22,ops,
1898-09-24,683F01DC-74F9-4B35-835B-F539673869B1,price of wheat rose during the last days until it reached Ps 42 per kile,wheat,1,kile,currency,42,ops,
1905-10-28,C964A73A-009E-4081-9E73-0D54B94910F8,price of wheat fell to Ps 23,wheat,1,kile,currency,23,ops,
1906-07-02,D24BC58C-8790-4514-AAA3-65411DA3CBCE,If the madd had been sold at Ps10 [ghurūsh] then,wheat,1,kile,currency,20,ops,
1906-07-02,D24BC58C-8790-4514-AAA3-65411DA3CBCE,it will be sold today at Ps7,wheat,1,kile,currency,14,ops,
1908-12-31,8CA1C5C5-F517-4F46-839C-F6077D42631B,a madd of good wheat is Ps 18 in some places of the Jabal Druze,wheat,1,kile,currency,36,ops,
1908-12-31,8CA1C5C5-F517-4F46-839C-F6077D42631B,otherwise it is not more than Ps 16,wheat,1,kile,currency,32,ops,
1908-08-17,94A823C5-5E63-48A6-B7F0-F206728B170E,kile | wheat al-kindra | 60 | 62,wheat,1,kile,currency,60,ops,currency,62,ops,
1908-08-17,94A823C5-5E63-48A6-B7F0-F206728B170E,kile | wheat from the Ḥawrān | 35 | 42,wheat,1,kile,currency,35,ops,currency,42,ops,
1908-08-03,EDF21A89-7F46-4D69-91CE-1882364E6E6F,kile | wheat al-kindra | 60 | 62,wheat,1,kile,currency,60,ops,currency,62,ops,
1908-08-03,EDF21A89-7F46-4D69-91CE-1882364E6E6F,kile | wheat from the Ḥawrān | 35 | 42,wheat,1,kile,currency,35,ops,currency,42,ops,
1908-08-31,A5383205-BF00-43B3-9A20-283DA9BCDF73,kile | wheat al-kindra | 60 | 62,wheat,1,kile,currency,60,ops,currency,62,ops,
1908-08-31,A5383205-BF00-43B3-9A20-283DA9BCDF73,kile | wheat from the Ḥawrān | 35 | 42,wheat,1,kile,currency,35,ops,currency,42,ops,
1909-03-18,87430D3E-1161-4148-AC40-E41B65421004,Damascus; price of wheat currently at Ps 45 to Ps 50 per bushel/kile,wheat,1,kile,currency,45,ops,currency,50,ops,
1909-04-01,41CD1B38-A74E-4196-AA4A-F94BB31F5BC6,wheat which is now 51 p.res a gift (6d/- a bushel),wheat,1,kile,currency,51,ops,
1909-04-10,8C39166F-F057-4ADA-8947-688BB0BE5A56,the madd of wheat is sold for Ps 24 at the Shamsakin Station,wheat,1,kile,currency,48,ops,
1909-07-17,F2A0D2E0-0435-44D9-A937-D8E1152D38B0,madd of wheat sells at Ps 18 to Ps 20,wheat,1,kile,currency,36,ops,currency,40,ops,
1910-01-02,0D3341CC-674F-4F69-BEEE-45842ACFA67E,The prices of wheat are now 7/- [£0"7] per gift or 6/- [£0"6] per bushel,wheat,1,kile,wheat,1,bushel,currency,0.35,gbp,currency,0.3,gbp,
1910-12-01,B4205123-ABA2-4B2A-9A81-A646E33E96C8,wheat al-ḥamra al-ʿāl | 47-51,wheat,1,kile,currency,47,ops,currency,51,ops,
1910-12-01,B4205123-ABA2-4B2A-9A81-A646E33E96C8,wheat from Ḥawrān | 42-46,wheat,1,kile,currency,42,ops,currency,46,ops,
1910-12-10,68356295-2350-424C-8CA9-72C3DD895666,best wheat | 46-49,wheat,1,kile,currency,46,ops,currency,49,ops,
1910-12-10,68356295-2350-424C-8CA9-72C3DD895666,medium quality wheat | 41-44,wheat,1,kile,currency,41,ops,currency,44,ops,
1910-12-11,7E1AAA9B-58DC-42DC-81D4-9607CE04656C,best wheat | 46-49,wheat,1,kile,currency,46,ops,currency,49,ops,
1910-12-11,7E1AAA9B-58DC-42DC-81D4-9607CE04656C,medium quality wheat | 41-44,wheat,1,kile,currency,41,ops,currency,44,ops,
1910-12-12,CF0BAE26-A47B-4226-AC98-70F5112F20B0,best wheat | 46-49,wheat,1,kile,currency,46,ops,currency,49,ops,
1910-12-12,CF0BAE26-A47B-4226-AC98-70F5112F20B0,medium quality wheat | 41-44,wheat,1,kile,currency,41,ops,currency,44,ops,
1910-12-18,56C20475-D53E-4D26-8918-27384F6906A3,best wheat | 46-49,wheat,1,kile,currency,46,ops,currency,49,ops,
1910-12-18,56C20475-D53E-4D26-8918-27384F6906A3,medium quality wheat | 41-44,wheat,1,kile,currency,41,ops,currency,44,ops,
1910-12-03,911EC9D7-2E7B-4BBA-9A2A-639E36C61EAD,wheat al-ḥamra al-ʿāl | 45-49,wheat,1,kile,currency,45,ops,currency,49,ops,
1910-12-03,911EC9D7-2E7B-4BBA-9A2A-639E36C61EAD,wheat from Ḥawrān | 41-44,wheat,1,kile,currency,41,ops,currency,44,ops,
1910-12-04,665E2EC1-E9CF-4C5E-AA18-0CA7A6DE3015,best wheat | 46-49,wheat,1,kile,currency,46,ops,currency,49,ops,
1910-12-04,665E2EC1-E9CF-4C5E-AA18-0CA7A6DE3015,medium quality wheat | 41-44,wheat,1,kile,currency,41,ops,currency,44,ops,
1910-12-05,D77B4DAB-C6AD-4E6F-BBFD-394FC14FC221,best wheat | 46-49,wheat,1,kile,currency,46,ops,currency,49,ops,
1910-12-05,D77B4DAB-C6AD-4E6F-BBFD-394FC14FC221,medium quality wheat | 41-44,wheat,1,kile,currency,41,ops,currency,44,ops,
